pointId,controlName,controlUnit,coefficientName,directCoefficientDerivative,B9RecoveredCoefficientDerivative,B13TorqueRecoveredCoefficientDerivative,B13CommandRecoveredCoefficientDerivative,relativeDifferenceB9,relativeDifferenceB13Torque,relativeDifferenceB13Command,statusB9,statusB13Torque,statusB13Command,interfaceInterpretation
B15_V020,diffCyclic,rad,Cn_diffCyclic,-3.52527054929674,-3.52527054929674,-3.52527054929675,-3.52527054929675,0,1.63765011715271e-15,1.63765011715271e-15,FULL_CROSSCHECK,FULL_CROSSCHECK,FULL_CROSSCHECK,columns 1-8 are direct physical controls in both 13-state interfaces; columns 9-10 are torque or angle command and are not included in this physical-control comparison
B15_V020,aileron,rad,CX_aileron,0,0,0,0,0,0,0,FULL_CROSSCHECK,FULL_CROSSCHECK,FULL_CROSSCHECK,columns 1-8 are direct physical controls in both 13-state interfaces; columns 9-10 are torque or angle command and are not included in this physical-control comparison
B15_V020,aileron,rad,CY_aileron,0,0,0,0,0,0,0,FULL_CROSSCHECK,FULL_CROSSCHECK,FULL_CROSSCHECK,columns 1-8 are direct physical controls in both 13-state interfaces; columns 9-10 are torque or angle command and are not included in this physical-control comparison
B15_V020,aileron,rad,CZ_aileron,0,0,0,0,0,0,0,FULL_CROSSCHECK,FULL_CROSSCHECK,FULL_CROSSCHECK,columns 1-8 are direct physical controls in both 13-state interfaces; columns 9-10 are torque or angle command and are not included in this physical-control comparison
B15_V020,aileron,rad,Cl_aileron,0.0549933347522869,0.0549933347522869,0.0549933347522869,0.0549933347522869,3.78530994810349e-16,2.52353996540232e-16,2.52353996540232e-16,FULL_CROSSCHECK,FULL_CROSSCHECK,FULL_CROSSCHECK,columns 1-8 are direct physical controls in both 13-state interfaces; columns 9-10 are torque or angle command and are not included in this physical-control comparison
B15_V020,aileron,rad,Cm_aileron,0,0,0,0,0,0,0,FULL_CROSSCHECK,FULL_CROSSCHECK,FULL_CROSSCHECK,columns 1-8 are direct physical controls in both 13-state interfaces; columns 9-10 are torque or angle command and are not included in this physical-control comparison
B15_V020,aileron,rad,Cn_aileron,0.000571705915748435,0.000571705915748434,0.000571705915754879,0.000571705915754879,1.70679002675621e-15,1.12718309800343e-11,1.12718309800343e-11,FULL_CROSSCHECK,FULL_CROSSCHECK,FULL_CROSSCHECK,columns 1-8 are direct physical controls in both 13-state interfaces; columns 9-10 are torque or angle command and are not included in this physical-control comparison
B15_V020,elevator,rad,CX_elevator,0.0641092730076538,0.0641092730076538,0.0641092730076538,0.0641092730076538,0,0,0,FULL_CROSSCHECK,FULL_CROSSCHECK,FULL_CROSSCHECK,columns 1-8 are direct physical controls in both 13-state interfaces; columns 9-10 are torque or angle command and are not included in this physical-control comparison
B15_V020,elevator,rad,CY_elevator,0,0,0,0,0,0,0,FULL_CROSSCHECK,FULL_CROSSCHECK,FULL_CROSSCHECK,columns 1-8 are direct physical controls in both 13-state interfaces; columns 9-10 are torque or angle command and are not included in this physical-control comparison
B15_V020,elevator,rad,CZ_elevator,-0.466349955524509,-0.466349955524509,-0.466349955524509,-0.466349955524509,1.19033250831607e-16,1.19033250831607e-16,1.19033250831607e-16,FULL_CROSSCHECK,FULL_CROSSCHECK,FULL_CROSSCHECK,columns 1-8 are direct physical controls in both 13-state interfaces; columns 9-10 are torque or angle command and are not included in this physical-control comparison
B15_V020,elevator,rad,Cl_elevator,0,0,0,0,0,0,0,FULL_CROSSCHECK,FULL_CROSSCHECK,FULL_CROSSCHECK,columns 1-8 are direct physical controls in both 13-state interfaces; columns 9-10 are torque or angle command and are not included in this physical-control comparison
B15_V020,elevator,rad,Cm_elevator,-1.57063861182818,-1.57063861182818,-1.57063861182818,-1.57063861182818,4.24116540723351e-16,4.24116540723351e-16,4.24116540723351e-16,FULL_CROSSCHECK,FULL_CROSSCHECK,FULL_CROSSCHECK,columns 1-8 are direct physical controls in both 13-state interfaces; columns 9-10 are torque or angle command and are not included in this physical-control comparison
B15_V020,elevator,rad,Cn_elevator,0,0,0,0,0,0,0,FULL_CROSSCHECK,FULL_CROSSCHECK,FULL_CROSSCHECK,columns 1-8 are direct physical controls in both 13-state interfaces; columns 9-10 are torque or angle command and are not included in this physical-control comparison
B15_V020,rudder,rad,CX_rudder,0,0,0,0,0,0,0,FULL_CROSSCHECK,FULL_CROSSCHECK,FULL_CROSSCHECK,columns 1-8 are direct physical controls in both 13-state interfaces; columns 9-10 are torque or angle command and are not included in this physical-control comparison
B15_V020,rudder,rad,CY_rudder,0.124444444444444,0.124444444444444,0.124444444444444,0.124444444444444,0,0,0,FULL_CROSSCHECK,FULL_CROSSCHECK,FULL_CROSSCHECK,columns 1-8 are direct physical controls in both 13-state interfaces; columns 9-10 are torque or angle command and are not included in this physical-control comparison
B15_V020,rudder,rad,CZ_rudder,0,0,0,0,0,0,0,FULL_CROSSCHECK,FULL_CROSSCHECK,FULL_CROSSCHECK,columns 1-8 are direct physical controls in both 13-state interfaces; columns 9-10 are torque or angle command and are not included in this physical-control comparison
B15_V020,rudder,rad,Cl_rudder,0.00253659273208417,0.00253659273208417,0.00253659273208417,0.00253659273208417,1.70969846088722e-16,1.70969846088722e-16,1.70969846088722e-16,FULL_CROSSCHECK,FULL_CROSSCHECK,FULL_CROSSCHECK,columns 1-8 are direct physical controls in both 13-state interfaces; columns 9-10 are torque or angle command and are not included in this physical-control comparison
B15_V020,rudder,rad,Cm_rudder,0,0,0,0,0,0,0,FULL_CROSSCHECK,FULL_CROSSCHECK,FULL_CROSSCHECK,columns 1-8 are direct physical controls in both 13-state interfaces; columns 9-10 are torque or angle command and are not included in this physical-control comparison
B15_V020,rudder,rad,Cn_rudder,-0.0526290133298103,-0.0526290133298103,-0.0526290133298103,-0.0526290133298103,2.63690822414749e-16,2.63690822414749e-16,2.63690822414749e-16,FULL_CROSSCHECK,FULL_CROSSCHECK,FULL_CROSSCHECK,columns 1-8 are direct physical controls in both 13-state interfaces; columns 9-10 are torque or angle command and are not included in this physical-control comparison
B45_V035,collective,rad,CX_collective,14.9460778589293,14.9460778589293,14.9460778589293,14.9460778589293,0,0,0,FULL_CROSSCHECK,FULL_CROSSCHECK,FULL_CROSSCHECK,columns 1-8 are direct physical controls in both 13-state interfaces; columns 9-10 are torque or angle command and are not included in this physical-control comparison
B45_V035,collective,rad,CY_collective,-2.73576545028647e-13,-2.73576545028647e-13,-2.73576545028647e-13,-2.73576545028647e-13,0,0,0,FULL_CROSSCHECK,FULL_CROSSCHECK,FULL_CROSSCHECK,columns 1-8 are direct physical controls in both 13-state interfaces; columns 9-10 are torque or angle command and are not included in this physical-control comparison
B45_V035,collective,rad,CZ_collective,-19.8986733845713,-19.8986733845713,-19.8986733845713,-19.8986733845713,0,0,0,FULL_CROSSCHECK,FULL_CROSSCHECK,FULL_CROSSCHECK,columns 1-8 are direct physical controls in both 13-state interfaces; columns 9-10 are torque or angle command and are not included in this physical-control comparison
B45_V035,collective,rad,Cl_collective,-4.20886992351765e-14,-4.20886992351769e-14,1.90631655815358e-28,1.90631655815358e-28,4.67005655890839e-18,0.000420886992351766,0.000420886992351766,FULL_CROSSCHECK,FULL_CROSSCHECK,FULL_CROSSCHECK,columns 1-8 are direct physical controls in both 13-state interfaces; columns 9-10 are torque or angle command and are not included in this physical-control comparison
B45_V035,collective,rad,Cm_collective,0.358331341563345,0.358331341563345,0.358331341563121,0.358331341563121,3.0983140346625e-16,6.26634013510491e-13,6.26634013510491e-13,FULL_CROSSCHECK,FULL_CROSSCHECK,FULL_CROSSCHECK,columns 1-8 are direct physical controls in both 13-state interfaces; columns 9-10 are torque or angle command and are not included in this physical-control comparison
B45_V035,collective,rad,Cn_collective,-2.65158805181612e-13,-2.65158805181612e-13,-2.69367675105129e-13,-2.69367675105129e-13,5.04870979341448e-19,4.2088699235176e-05,4.2088699235176e-05,FULL_CROSSCHECK,FULL_CROSSCHECK,FULL_CROSSCHECK,columns 1-8 are direct physical controls in both 13-state interfaces; columns 9-10 are torque or angle command and are not included in this physical-control comparison
B45_V035,diffCollective,rad,CX_diffCollective,0,0,0,0,0,0,0,FULL_CROSSCHECK,FULL_CROSSCHECK,FULL_CROSSCHECK,columns 1-8 are direct physical controls in both 13-state interfaces; columns 9-10 are torque or angle command and are not included in this physical-control comparison
B45_V035,diffCollective,rad,CY_diffCollective,-0.848884226992855,-0.848884226992855,-0.848884226992855,-0.848884226992855,0,0,0,FULL_CROSSCHECK,FULL_CROSSCHECK,FULL_CROSSCHECK,columns 1-8 are direct physical controls in both 13-state interfaces; columns 9-10 are torque or angle command and are not included in this physical-control comparison
B45_V035,diffCollective,rad,CZ_diffCollective,0,0,0,0,0,0,0,FULL_CROSSCHECK,FULL_CROSSCHECK,FULL_CROSSCHECK,columns 1-8 are direct physical controls in both 13-state interfaces; columns 9-10 are torque or angle command and are not included in this physical-control comparison
B45_V035,diffCollective,rad,Cl_diffCollective,-10.8970465054961,-10.8970465054961,-10.897046505496,-10.897046505496,0,4.07531719375594e-15,4.07531719375594e-15,FULL_CROSSCHECK,FULL_CROSSCHECK,FULL_CROSSCHECK,columns 1-8 are direct physical controls in both 13-state interfaces; columns 9-10 are torque or angle command and are not included in this physical-control comparison
B45_V035,diffCollective,rad,Cm_diffCollective,0,0,0,0,0,0,0,FULL_CROSSCHECK,FULL_CROSSCHECK,FULL_CROSSCHECK,columns 1-8 are direct physical controls in both 13-state interfaces; columns 9-10 are torque or angle command and are not included in this physical-control comparison
B45_V035,diffCollective,rad,Cn_diffCollective,-6.61773177400304,-6.61773177400304,-6.61773177400304,-6.61773177400304,0,8.05271458588782e-16,8.05271458588782e-16,FULL_CROSSCHECK,FULL_CROSSCHECK,FULL_CROSSCHECK,columns 1-8 are direct physical controls in both 13-state interfaces; columns 9-10 are torque or angle command and are not included in this physical-control comparison
B45_V035,cyclicLong,rad,CX_cyclicLong,1.27599738871355,1.27599738871355,1.27599738871355,1.27599738871355,0,0,0,FULL_CROSSCHECK,FULL_CROSSCHECK,FULL_CROSSCHECK,columns 1-8 are direct physical controls in both 13-state interfaces; columns 9-10 are torque or angle command and are not included in this physical-control comparison
B45_V035,cyclicLong,rad,CY_cyclicLong,-4.20886992351765e-14,-4.20886992351765e-14,-4.20886992351765e-14,-4.20886992351765e-14,0,0,0,FULL_CROSSCHECK,FULL_CROSSCHECK,FULL_CROSSCHECK,columns 1-8 are direct physical controls in both 13-state interfaces; columns 9-10 are torque or angle command and are not included in this physical-control comparison
B45_V035,cyclicLong,rad,CZ_cyclicLong,2.29978795217897,2.29978795217897,2.29978795217897,2.29978795217897,0,0,0,FULL_CROSSCHECK,FULL_CROSSCHECK,FULL_CROSSCHECK,columns 1-8 are direct physical controls in both 13-state interfaces; columns 9-10 are torque or angle command and are not included in this physical-control comparison
B45_V035,cyclicLong,rad,Cl_cyclicLong,1.68354796940706e-14,1.68354796940706e-14,-7.65588979178146e-31,-7.65588979178146e-31,0,0.000168354796940706,0.000168354796940706,FULL_CROSSCHECK,FULL_CROSSCHECK,FULL_CROSSCHECK,columns 1-8 are direct physical controls in both 13-state interfaces; columns 9-10 are torque or angle command and are not included in this physical-control comparison
B45_V035,cyclicLong,rad,Cm_cyclicLong,-1.16951580957933,-1.16951580957933,-1.16951580957933,-1.16951580957933,1.89860285005382e-16,1.89860285005382e-16,1.89860285005382e-16,FULL_CROSSCHECK,FULL_CROSSCHECK,FULL_CROSSCHECK,columns 1-8 are direct physical controls in both 13-state interfaces; columns 9-10 are torque or angle command and are not included in this physical-control comparison
B45_V035,cyclicLong,rad,Cn_cyclicLong,-2.54636630372818e-13,-2.54636630372818e-13,-2.69367675105129e-13,-2.69367675105129e-13,0,0.000147310447323118,0.000147310447323118,FULL_CROSSCHECK,FULL_CROSSCHECK,FULL_CROSSCHECK,columns 1-8 are direct physical controls in both 13-state interfaces; columns 9-10 are torque or angle command and are not included in this physical-control comparison
B45_V035,diffCyclic,rad,CX_diffCyclic,-2.69367675105129e-12,-2.69367675160007e-12,-2.69367675160007e-12,-2.69367675160007e-12,5.48774155808196e-12,5.48774155808196e-12,5.48774155808196e-12,FULL_CROSSCHECK,FULL_CROSSCHECK,FULL_CROSSCHECK,columns 1-8 are direct physical controls in both 13-state interfaces; columns 9-10 are torque or angle command and are not included in this physical-control comparison
B45_V035,diffCyclic,rad,CY_diffCyclic,0.0591825510488098,0.0591825510488098,0.0591825510488098,0.0591825510488098,0,0,0,FULL_CROSSCHECK,FULL_CROSSCHECK,FULL_CROSSCHECK,columns 1-8 are direct physical controls in both 13-state interfaces; columns 9-10 are torque or angle command and are not included in this physical-control comparison
B45_V035,diffCyclic,rad,CZ_diffCyclic,2.69367675105129e-12,2.69367675160007e-12,0,0,5.48774155808196e-12,0.0269367675105129,0.0269367675105129,FULL_CROSSCHECK,FULL_CROSSCHECK,FULL_CROSSCHECK,columns 1-8 are direct physical controls in both 13-state interfaces; columns 9-10 are torque or angle command and are not included in this physical-control comparison
B45_V035,diffCyclic,rad,Cl_diffCyclic,1.14476863403332,1.14476863403332,1.1447686340333,1.1447686340333,0,1.49352751909254e-14,1.49352751909254e-14,FULL_CROSSCHECK,FULL_CROSSCHECK,FULL_CROSSCHECK,columns 1-8 are direct physical controls in both 13-state interfaces; columns 9-10 are torque or angle command and are not included in this physical-control comparison
B45_V035,diffCyclic,rad,Cm_diffCyclic,2.24473062587608e-13,2.24473062383496e-13,2.24473062383496e-13,2.24473062383496e-13,2.0411146096047e-12,2.0411146096047e-12,2.0411146096047e-12,FULL_CROSSCHECK,FULL_CROSSCHECK,FULL_CROSSCHECK,columns 1-8 are direct physical controls in both 13-state interfaces; columns 9-10 are torque or angle command and are not included in this physical-control comparison
B45_V035,diffCyclic,rad,Cn_diffCyclic,-0.626327985900673,-0.626327985900673,-0.626327985900688,-0.626327985900688,1.77259047913791e-16,2.35754533725342e-14,2.35754533725342e-14,FULL_CROSSCHECK,FULL_CROSSCHECK,FULL_CROSSCHECK,columns 1-8 are direct physical controls in both 13-state interfaces; columns 9-10 are torque or angle command and are not included in this physical-control comparison
B45_V035,aileron,rad,CX_aileron,0,0,0,0,0,0,0,FULL_CROSSCHECK,FULL_CROSSCHECK,FULL_CROSSCHECK,columns 1-8 are direct physical controls in both 13-state interfaces; columns 9-10 are torque or angle command and are not included in this physical-control comparison
B45_V035,aileron,rad,CY_aileron,0,0,0,0,0,0,0,FULL_CROSSCHECK,FULL_CROSSCHECK,FULL_CROSSCHECK,columns 1-8 are direct physical controls in both 13-state interfaces; columns 9-10 are torque or angle command and are not included in this physical-control comparison
B45_V035,aileron,rad,CZ_aileron,0,0,0,0,0,0,0,FULL_CROSSCHECK,FULL_CROSSCHECK,FULL_CROSSCHECK,columns 1-8 are direct physical controls in both 13-state interfaces; columns 9-10 are torque or angle command and are not included in this physical-control comparison
B45_V035,aileron,rad,Cl_aileron,0.0166771998465791,0.0166771998465791,0.0166771998465791,0.0166771998465791,0,0,0,FULL_CROSSCHECK,FULL_CROSSCHECK,FULL_CROSSCHECK,columns 1-8 are direct physical controls in both 13-state interfaces; columns 9-10 are torque or angle command and are not included in this physical-control comparison
B45_V035,aileron,rad,Cm_aileron,0,0,0,0,0,0,0,FULL_CROSSCHECK,FULL_CROSSCHECK,FULL_CROSSCHECK,columns 1-8 are direct physical controls in both 13-state interfaces; columns 9-10 are torque or angle command and are not included in this physical-control comparison
B45_V035,aileron,rad,Cn_aileron,0.00374295532555875,0.00374295532555875,0.00374295532554192,0.00374295532554192,0,4.49791404652731e-12,4.49791404652731e-12,FULL_CROSSCHECK,FULL_CROSSCHECK,FULL_CROSSCHECK,columns 1-8 are direct physical controls in both 13-state interfaces; columns 9-10 are torque or angle command and are not included in this physical-control comparison
B45_V035,elevator,rad,CX_elevator,0.16051535114898,0.16051535114898,0.16051535114898,0.16051535114898,0,0,0,FULL_CROSSCHECK,FULL_CROSSCHECK,FULL_CROSSCHECK,columns 1-8 are direct physical controls in both 13-state interfaces; columns 9-10 are torque or angle command and are not included in this physical-control comparison
B45_V035,elevator,rad,CY_elevator,0,0,0,0,0,0,0,FULL_CROSSCHECK,FULL_CROSSCHECK,FULL_CROSSCHECK,columns 1-8 are direct physical controls in both 13-state interfaces; columns 9-10 are torque or angle command and are not included in this physical-control comparison
B45_V035,elevator,rad,CZ_elevator,-0.446158496796926,-0.446158496796926,-0.446158496796926,-0.446158496796926,0,0,0,FULL_CROSSCHECK,FULL_CROSSCHECK,FULL_CROSSCHECK,columns 1-8 are direct physical controls in both 13-state interfaces; columns 9-10 are torque or angle command and are not included in this physical-control comparison
B45_V035,elevator,rad,Cl_elevator,0,0,0,0,0,0,0,FULL_CROSSCHECK,FULL_CROSSCHECK,FULL_CROSSCHECK,columns 1-8 are direct physical controls in both 13-state interfaces; columns 9-10 are torque or angle command and are not included in this physical-control comparison
B45_V035,elevator,rad,Cm_elevator,-1.51166395428175,-1.51166395428175,-1.51166395428175,-1.51166395428175,1.46887543554965e-16,1.46887543554965e-16,1.46887543554965e-16,FULL_CROSSCHECK,FULL_CROSSCHECK,FULL_CROSSCHECK,columns 1-8 are direct physical controls in both 13-state interfaces; columns 9-10 are torque or angle command and are not included in this physical-control comparison
B45_V035,elevator,rad,Cn_elevator,0,0,0,0,0,0,0,FULL_CROSSCHECK,FULL_CROSSCHECK,FULL_CROSSCHECK,columns 1-8 are direct physical controls in both 13-state interfaces; columns 9-10 are torque or angle command and are not included in this physical-control comparison
B45_V035,rudder,rad,CX_rudder,0,0,0,0,0,0,0,FULL_CROSSCHECK,FULL_CROSSCHECK,FULL_CROSSCHECK,columns 1-8 are direct physical controls in both 13-state interfaces; columns 9-10 are torque or angle command and are not included in this physical-control comparison
B45_V035,rudder,rad,CY_rudder,0.124444444444444,0.124444444444444,0.124444444444444,0.124444444444444,2.23035875482732e-16,2.23035875482732e-16,2.23035875482732e-16,FULL_CROSSCHECK,FULL_CROSSCHECK,FULL_CROSSCHECK,columns 1-8 are direct physical controls in both 13-state interfaces; columns 9-10 are torque or angle command and are not included in this physical-control comparison
B45_V035,rudder,rad,CZ_rudder,0,0,0,0,0,0,0,FULL_CROSSCHECK,FULL_CROSSCHECK,FULL_CROSSCHECK,columns 1-8 are direct physical controls in both 13-state interfaces; columns 9-10 are torque or angle command and are not included in this physical-control comparison
B45_V035,rudder,rad,Cl_rudder,0.00289893939522761,0.00289893939522761,0.00289893939522761,0.00289893939522761,0,0,0,FULL_CROSSCHECK,FULL_CROSSCHECK,FULL_CROSSCHECK,columns 1-8 are direct physical controls in both 13-state interfaces; columns 9-10 are torque or angle command and are not included in this physical-control comparison
B45_V035,rudder,rad,Cm_rudder,0,0,0,0,0,0,0,FULL_CROSSCHECK,FULL_CROSSCHECK,FULL_CROSSCHECK,columns 1-8 are direct physical controls in both 13-state interfaces; columns 9-10 are torque or angle command and are not included in this physical-control comparison
B45_V035,rudder,rad,Cn_rudder,-0.053256616160328,-0.053256616160328,-0.053256616160328,-0.053256616160328,1.30291678371337e-16,1.30291678371337e-16,1.30291678371337e-16,FULL_CROSSCHECK,FULL_CROSSCHECK,FULL_CROSSCHECK,columns 1-8 are direct physical controls in both 13-state interfaces; columns 9-10 are torque or angle command and are not included in this physical-control comparison
