pointId,outputIndex,outputState,inputIndex,inputState,A9,A13Shared,difference,tolerance,classification,dominantComponent,interpretation
B15_V020,5,q,7,phi,2.28370128106687e-13,2.28370128106687e-13,0,1e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B15_V020,5,q,8,theta,-6.85395656667868e-07,-6.85395656667868e-07,0,1e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B15_V020,5,q,9,psi,0,0,0,1e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B15_V020,6,r,1,u,-4.33178993709331e-15,-4.34446135153038e-15,-1.26714144370704e-17,1e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B15_V020,6,r,2,v,0.00806253529336754,0.00806253529336753,-1.38777878078145e-17,1e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B15_V020,6,r,3,w,1.08790784120322e-15,1.10057925564029e-15,1.26714144370706e-17,1e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B15_V020,6,r,4,p,-0.295043799493865,-0.294938477159999,0.000105322333866453,1e-09,B_MODEL_DEFINITION_DIFFERENCE_INDEPENDENT_WING_WAKE,wing,十三状态路径逐侧重算尾流覆盖；九状态路径先对左右旋翼推进比取平均。p/r扰动使左右局部推进比不同，二者的求平均顺序不交换，改变滚转/偏航阻尼导数
B15_V020,6,r,5,q,1.44804365833881e-14,1.44804365833881e-14,0,1e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B15_V020,6,r,6,r,0.000370576455642875,-2.24918500386325e-05,-0.000393068305681508,1e-09,B_MODEL_DEFINITION_DIFFERENCE_INDEPENDENT_WING_WAKE,wing,十三状态路径逐侧重算尾流覆盖；九状态路径先对左右旋翼推进比取平均。p/r扰动使左右局部推进比不同，二者的求平均顺序不交换，改变滚转/偏航阻尼导数
B15_V020,6,r,7,phi,-0.000334331323450057,-0.000334331323450057,0,1e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B15_V020,6,r,8,theta,-1.10691496285882e-12,-1.10057925564029e-12,6.3357072185355e-15,1e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B15_V020,6,r,9,psi,0,0,0,1e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B15_V020,7,phi,1,u,0,0,0,1e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B15_V020,7,phi,2,v,0,0,0,1e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B15_V020,7,phi,3,w,0,0,0,1e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B15_V020,7,phi,4,p,1,1,0,1e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B15_V020,7,phi,5,q,0,0,0,1e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B15_V020,7,phi,6,r,0.225727142226891,0.225727142226891,0,1e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B15_V020,7,phi,7,phi,0,0,0,1e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B15_V020,7,phi,8,theta,0,0,0,1e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B15_V020,7,phi,9,psi,0,0,0,1e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B15_V020,8,theta,1,u,0,0,0,1e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B15_V020,8,theta,2,v,0,0,0,1e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B15_V020,8,theta,3,w,0,0,0,1e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B15_V020,8,theta,4,p,0,0,0,1e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B15_V020,8,theta,5,q,1,1,0,1e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B15_V020,8,theta,6,r,0,0,0,1e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B15_V020,8,theta,7,phi,0,0,0,1e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B15_V020,8,theta,8,theta,0,0,0,1e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B15_V020,8,theta,9,psi,0,0,0,1e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B15_V020,9,psi,1,u,0,0,0,1e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B15_V020,9,psi,2,v,0,0,0,1e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B15_V020,9,psi,3,w,0,0,0,1e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B15_V020,9,psi,4,p,0,0,0,1e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B15_V020,9,psi,5,q,0,0,0,1e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B15_V020,9,psi,6,r,1.02515986204002,1.02515986204002,0,1.02515986204002e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B15_V020,9,psi,7,phi,0,0,0,1e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B15_V020,9,psi,8,theta,0,0,0,1e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B15_V020,9,psi,9,psi,0,0,0,1e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B45_V035,1,u,1,u,-0.125317507635391,-0.125317507635391,0,1e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B45_V035,1,u,2,v,-1.21265895410136e-14,-1.21265895410136e-14,0,1e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B45_V035,1,u,3,w,0.266967174706976,0.26696717470697,-6.0507154842071e-15,1e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B45_V035,1,u,4,p,0,0,0,1e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B45_V035,1,u,5,q,-15.5577282684472,-15.5577282684472,0,1.55577282684472e-08,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B45_V035,1,u,6,r,6.06329801305478e-13,6.06329801305478e-13,0,1e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B45_V035,1,u,7,phi,0,0,0,1e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B45_V035,1,u,8,theta,-8.76313155765881,-8.76313155765881,0,8.76313155765881e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B45_V035,1,u,9,psi,0,0,0,1e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B45_V035,2,v,1,u,1.4210854715202e-15,1.4210854715202e-15,0,1e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B45_V035,2,v,2,v,-0.0913018635106354,-0.0913018635106354,1.38777878078145e-17,1e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B45_V035,2,v,3,w,2.368475785867e-15,2.368475785867e-15,0,1e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B45_V035,2,v,4,p,15.6718231038839,15.6718231038839,-5.50670620214078e-14,1.56718231038839e-08,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B45_V035,2,v,5,q,-3.3158661002138e-14,-3.3158661002138e-14,0,1e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B45_V035,2,v,6,r,-31.2265349767513,-31.2265349767512,6.3948846218409e-14,3.12265349767513e-08,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B45_V035,2,v,7,phi,8.76316789024795,8.76316789024795,0,8.76316789024796e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B45_V035,2,v,8,theta,-9.473903143468e-13,-9.473903143468e-13,0,1e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B45_V035,2,v,9,psi,0,0,0,1e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B45_V035,3,w,1,u,0.012496002806353,0.012496002806353,0,1e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B45_V035,3,w,2,v,1.2126598011343e-14,1.2126598011343e-14,0,1e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B45_V035,3,w,3,w,-0.326652469544533,-0.326652469544533,0,1e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B45_V035,3,w,4,p,0,-6.06329801305478e-13,-6.06329801305478e-13,1e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B45_V035,3,w,5,q,31.0021018431232,31.0021018431232,0,3.10021018431232e-08,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B45_V035,3,w,6,r,0,-6.06329801305478e-13,-6.06329801305478e-13,1e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B45_V035,3,w,7,phi,6.06329801305478e-12,0,-6.06329801305478e-12,1e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B45_V035,3,w,8,theta,-4.40202764917558,-4.40202764918164,-6.06359407129275e-12,4.40202764918164e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B45_V035,3,w,9,psi,0,0,0,1e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B45_V035,4,p,1,u,-7.7603776352032e-15,-8.27162068346552e-15,-5.11243048262319e-16,1e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B45_V035,4,p,2,v,-0.00995795257399363,-0.00995795257399414,-5.13478148889135e-16,1e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B45_V035,4,p,3,w,2.45247598810101e-14,2.45213199343376e-14,-3.43994667256333e-18,1e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B45_V035,4,p,4,p,-1.74588623838461,-1.74031124454011,0.00557499384449467,1.74588623838461e-09,B_MODEL_DEFINITION_DIFFERENCE_INDEPENDENT_WING_WAKE,wing,十三状态路径逐侧重算尾流覆盖；九状态路径先对左右旋翼推进比取平均。p/r扰动使左右局部推进比不同，二者的求平均顺序不交换，改变滚转/偏航阻尼导数
B45_V035,4,p,5,q,1.22939127850036e-12,1.22973527316762e-12,3.43994667256522e-16,1e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B45_V035,4,p,6,r,-1.2209840227802,-1.22655901684567,-0.00557499406547235,1.22655901684567e-09,B_MODEL_DEFINITION_DIFFERENCE_INDEPENDENT_WING_WAKE,wing,十三状态路径逐侧重算尾流覆盖；九状态路径先对左右旋翼推进比取平均。p/r扰动使左右局部推进比不同，二者的求平均顺序不交换，改变滚转/偏航阻尼导数
B45_V035,4,p,7,phi,0.00128308698009618,0.00128308697996722,-1.28957174799771e-13,1e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B45_V035,4,p,8,theta,2.3056014296066e-14,-3.66927645073729e-14,-5.97487788034389e-14,1e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B45_V035,4,p,9,psi,0,0,0,1e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B45_V035,5,q,1,u,0.00382115753541361,0.00382115753541361,0,1e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B45_V035,5,q,2,v,0,0,0,1e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B45_V035,5,q,3,w,-0.0307169998897482,-0.0307169998897482,0,1e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B45_V035,5,q,4,p,3.07185944724367e-14,3.07185944724367e-14,0,1e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B45_V035,5,q,5,q,-0.480165810571897,-0.480165810571897,0,1e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B45_V035,5,q,6,r,0,0,0,1e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B45_V035,5,q,7,phi,0,0,0,1e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B45_V035,5,q,8,theta,2.99063805091188e-07,2.99063805091188e-07,0,1e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B45_V035,5,q,9,psi,0,0,0,1e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B45_V035,6,r,1,u,-1.79262033141327e-15,-1.77633163847072e-15,1.62886929425511e-17,1e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B45_V035,6,r,2,v,0.0136907081547115,0.0136907081547114,-4.85722573273506e-17,1e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B45_V035,6,r,3,w,-1.11286175414457e-15,-1.18924740635276e-15,-7.63856522081826e-17,1e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B45_V035,6,r,4,p,-0.542393797518414,-0.541923446231569,0.000470351286845361,1e-09,B_MODEL_DEFINITION_DIFFERENCE_INDEPENDENT_WING_WAKE,wing,十三状态路径逐侧重算尾流覆盖；九状态路径先对左右旋翼推进比取平均。p/r扰动使左右局部推进比不同，二者的求平均顺序不交换，改变滚转/偏航阻尼导数
B45_V035,6,r,5,q,1.43770934836055e-14,2.20156587044237e-14,7.63856522081828e-15,1e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B45_V035,6,r,6,r,-0.507233372803447,-0.50770372405581,-0.000470351252362056,1e-09,B_MODEL_DEFINITION_DIFFERENCE_INDEPENDENT_WING_WAKE,wing,十三状态路径逐侧重算尾流覆盖；九状态路径先对左右旋翼推进比取平均。p/r扰动使左右局部推进比不同，二者的求平均顺序不交换，改变滚转/偏航阻尼导数
B45_V035,6,r,7,phi,0.000324176066255183,0.000324176066233793,-2.13896825598803e-14,1e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B45_V035,6,r,8,theta,-9.09115706589989e-13,-8.14780290220616e-13,9.43354163693729e-14,1e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B45_V035,6,r,9,psi,0,0,0,1e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B45_V035,7,phi,1,u,0,0,0,1e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B45_V035,7,phi,2,v,0,0,0,1e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B45_V035,7,phi,3,w,0,0,0,1e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B45_V035,7,phi,4,p,1,1,0,1e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B45_V035,7,phi,5,q,0,0,0,1e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B45_V035,7,phi,6,r,0.502332747452582,0.502332747452582,0,1e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B45_V035,7,phi,7,phi,0,0,0,1e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B45_V035,7,phi,8,theta,0,0,0,1e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B45_V035,7,phi,9,psi,0,0,0,1e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B45_V035,8,theta,1,u,0,0,0,1e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B45_V035,8,theta,2,v,0,0,0,1e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B45_V035,8,theta,3,w,0,0,0,1e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B45_V035,8,theta,4,p,0,0,0,1e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B45_V035,8,theta,5,q,1,1,0,1e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B45_V035,8,theta,6,r,0,0,0,1e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B45_V035,8,theta,7,phi,0,0,0,1e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B45_V035,8,theta,8,theta,0,0,0,1e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B45_V035,8,theta,9,psi,0,0,0,1e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B45_V035,9,psi,1,u,0,0,0,1e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B45_V035,9,psi,2,v,0,0,0,1e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B45_V035,9,psi,3,w,0,0,0,1e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B45_V035,9,psi,4,p,0,0,0,1e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B45_V035,9,psi,5,q,0,0,0,1e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B45_V035,9,psi,6,r,1.11907917019452,1.11907917019452,0,1.11907917019452e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B45_V035,9,psi,7,phi,0,0,0,1e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B45_V035,9,psi,8,theta,0,0,0,1e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B45_V035,9,psi,9,psi,0,0,0,1e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B75_V080,1,u,1,u,-0.371517825708903,-0.371517825708903,0,1e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B75_V080,1,u,2,v,-6.06329900567151e-15,-6.06329900567151e-15,0,1e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
B75_V080,1,u,3,w,0.220370022605174,0.220370022605174,0,1e-09,CONSISTENT_WITHIN_TOLERANCE,none,共同刚体导数在当前数值容差内一致
