curve_id,source,source_page_image,alpha_deg,flap_deg,Re,Mach,CL,CD,Cm,source_class,validity,uncertainty_CL,uncertainty_CD,uncertainty_Cm
TM88373_plain_flap_20_text_constrained,NASA TM-88373 Figure 6 text/Table 1 context; CR-176970 Table 4 CD cross-check,data/wing_full_angle/tm88373_digitized/source_pages/figure6_text_page.png,-90.0,20.0,1000000.0,0.0,0.13148245903371275,1.5490797985667433,0.023,TM88373_DIGITIZED_TEXT_CONSTRAINED,USED_NEAR_NEGATIVE_90_ONLY; NOT_GRAPHICAL_FACSIMILE_DIGITIZATION,0.06,0.08,0.03
TM88373_plain_flap_20_text_constrained,NASA TM-88373 Figure 6 text/Table 1 context; CR-176970 Table 4 CD cross-check,data/wing_full_angle/tm88373_digitized/source_pages/figure6_text_page.png,-85.0,20.0,1000000.0,0.0,0.1067495377037068,1.5274118095489748,0.01730540728933228,TM88373_DIGITIZED_TEXT_CONSTRAINED,USED_NEAR_NEGATIVE_90_ONLY; NOT_GRAPHICAL_FACSIMILE_DIGITIZATION,0.06,0.08,0.03
TM88373_plain_flap_20_text_constrained,NASA TM-88373 Figure 6 text/Table 1 context; CR-176970 Table 4 CD cross-check,data/wing_full_angle/tm88373_digitized/source_pages/figure6_text_page.png,-80.0,20.0,1000000.0,0.0,0.0820717967697245,1.5507635182233306,0.011631919426697323,TM88373_DIGITIZED_TEXT_CONSTRAINED,USED_NEAR_NEGATIVE_90_ONLY; NOT_GRAPHICAL_FACSIMILE_DIGITIZATION,0.06,0.08,0.03
TM88373_plain_flap_20_text_constrained,NASA TM-88373 Figure 6 text/Table 1 context; CR-176970 Table 4 CD cross-check,data/wing_full_angle/tm88373_digitized/source_pages/figure6_text_page.png,-75.0,20.0,1000000.0,0.0,0.05744678364568807,1.6191284425725234,0.005999999999999998,TM88373_DIGITIZED_TEXT_CONSTRAINED,USED_NEAR_NEGATIVE_90_ONLY; NOT_GRAPHICAL_FACSIMILE_DIGITIZATION,0.06,0.08,0.03
TM88373_plain_flap_40_text_constrained,NASA TM-88373 Figure 6 text/Table 1 context; CR-176970 Table 4 CD cross-check,data/wing_full_angle/tm88373_digitized/source_pages/figure6_text_page.png,-105.0,40.0,1000000.0,0.0,0.2207495377037068,1.6718084795571102,0.031,TM88373_DIGITIZED_TEXT_CONSTRAINED,USED_NEAR_NEGATIVE_90_ONLY; NOT_GRAPHICAL_FACSIMILE_DIGITIZATION,0.06,0.08,0.03
TM88373_plain_flap_40_text_constrained,NASA TM-88373 Figure 6 text/Table 1 context; CR-176970 Table 4 CD cross-check,data/wing_full_angle/tm88373_digitized/source_pages/figure6_text_page.png,-100.0,40.0,1000000.0,0.0,0.19607179676972447,1.5148395555688101,0.025368080573302674,TM88373_DIGITIZED_TEXT_CONSTRAINED,USED_NEAR_NEGATIVE_90_ONLY; NOT_GRAPHICAL_FACSIMILE_DIGITIZATION,0.06,0.08,0.03
TM88373_plain_flap_40_text_constrained,NASA TM-88373 Figure 6 text/Table 1 context; CR-176970 Table 4 CD cross-check,data/wing_full_angle/tm88373_digitized/source_pages/figure6_text_page.png,-96.0,40.0,1000000.0,0.0,0.17636769941955965,1.4217066019966136,0.020831646763271035,TM88373_DIGITIZED_TEXT_CONSTRAINED,USED_NEAR_NEGATIVE_90_ONLY; NOT_GRAPHICAL_FACSIMILE_DIGITIZATION,0.06,0.08,0.03
TM88373_plain_flap_40_text_constrained,NASA TM-88373 Figure 6 text/Table 1 context; CR-176970 Table 4 CD cross-check,data/wing_full_angle/tm88373_digitized/source_pages/figure6_text_page.png,-90.0,40.0,1000000.0,0.0,0.14687164445504816,1.3360721239031346,0.013999999999999999,TM88373_DIGITIZED_TEXT_CONSTRAINED,USED_NEAR_NEGATIVE_90_ONLY; NOT_GRAPHICAL_FACSIMILE_DIGITIZATION,0.06,0.08,0.03
TM88373_plain_flap_40_text_constrained,NASA TM-88373 Figure 6 text/Table 1 context; CR-176970 Table 4 CD cross-check,data/wing_full_angle/tm88373_digitized/source_pages/figure6_text_page.png,-85.0,40.0,1000000.0,0.0,0.12234314575050761,1.3142642356364895,0.008305407289332278,TM88373_DIGITIZED_TEXT_CONSTRAINED,USED_NEAR_NEGATIVE_90_ONLY; NOT_GRAPHICAL_FACSIMILE_DIGITIZATION,0.06,0.08,0.03
TM88373_plain_flap_40_text_constrained,NASA TM-88373 Figure 6 text/Table 1 context; CR-176970 Table 4 CD cross-check,data/wing_full_angle/tm88373_digitized/source_pages/figure6_text_page.png,-80.0,40.0,1000000.0,0.0,0.09785769912250769,1.3375000000000001,0.0026319194266973237,TM88373_DIGITIZED_TEXT_CONSTRAINED,USED_NEAR_NEGATIVE_90_ONLY; NOT_GRAPHICAL_FACSIMILE_DIGITIZATION,0.06,0.08,0.03
TM88373_plain_flap_40_text_constrained,NASA TM-88373 Figure 6 text/Table 1 context; CR-176970 Table 4 CD cross-check,data/wing_full_angle/tm88373_digitized/source_pages/figure6_text_page.png,-75.0,40.0,1000000.0,0.0,0.07341138850919163,1.405773817382593,-0.0030000000000000005,TM88373_DIGITIZED_TEXT_CONSTRAINED,USED_NEAR_NEGATIVE_90_ONLY; NOT_GRAPHICAL_FACSIMILE_DIGITIZATION,0.06,0.08,0.03
TM88373_plain_flap_50_text_constrained,NASA TM-88373 Figure 6 text/Table 1 context; CR-176970 Table 4 CD cross-check,data/wing_full_angle/tm88373_digitized/source_pages/figure6_text_page.png,-105.0,50.0,1000000.0,0.0,0.22844678364568807,1.5609369221296334,0.026500000000000003,TM88373_DIGITIZED_TEXT_CONSTRAINED,USED_NEAR_NEGATIVE_90_ONLY; NOT_GRAPHICAL_FACSIMILE_DIGITIZATION,0.06,0.08,0.03
TM88373_plain_flap_50_text_constrained,NASA TM-88373 Figure 6 text/Table 1 context; CR-176970 Table 4 CD cross-check,data/wing_full_angle/tm88373_digitized/source_pages/figure6_text_page.png,-100.0,50.0,1000000.0,0.0,0.20387164445504816,1.4038397459621554,0.020868080573302673,TM88373_DIGITIZED_TEXT_CONSTRAINED,USED_NEAR_NEGATIVE_90_ONLY; NOT_GRAPHICAL_FACSIMILE_DIGITIZATION,0.06,0.08,0.03
TM88373_plain_flap_50_text_constrained,NASA TM-88373 Figure 6 text/Table 1 context; CR-176970 Table 4 CD cross-check,data/wing_full_angle/tm88373_digitized/source_pages/figure6_text_page.png,-96.0,50.0,1000000.0,0.0,0.18424528159729078,1.3106096242744496,0.01633164676327104,TM88373_DIGITIZED_TEXT_CONSTRAINED,USED_NEAR_NEGATIVE_90_ONLY; NOT_GRAPHICAL_FACSIMILE_DIGITIZATION,0.06,0.08,0.03
TM88373_plain_flap_50_text_constrained,NASA TM-88373 Figure 6 text/Table 1 context; CR-176970 Table 4 CD cross-check,data/wing_full_angle/tm88373_digitized/source_pages/figure6_text_page.png,-90.0,50.0,1000000.0,0.0,0.15485769912250769,1.22483955556881,0.0095,TM88373_DIGITIZED_TEXT_CONSTRAINED,USED_NEAR_NEGATIVE_90_ONLY; NOT_GRAPHICAL_FACSIMILE_DIGITIZATION,0.06,0.08,0.03
TM88373_plain_flap_50_text_constrained,NASA TM-88373 Figure 6 text/Table 1 context; CR-176970 Table 4 CD cross-check,data/wing_full_angle/tm88373_digitized/source_pages/figure6_text_page.png,-85.0,50.0,1000000.0,0.0,0.13041138850919165,1.2029289321881345,0.0038054072893322784,TM88373_DIGITIZED_TEXT_CONSTRAINED,USED_NEAR_NEGATIVE_90_ONLY; NOT_GRAPHICAL_FACSIMILE_DIGITIZATION,0.06,0.08,0.03
TM88373_plain_flap_50_text_constrained,NASA TM-88373 Figure 6 text/Table 1 context; CR-176970 Table 4 CD cross-check,data/wing_full_angle/tm88373_digitized/source_pages/figure6_text_page.png,-80.0,50.0,1000000.0,0.0,0.10600000000000001,1.2260721239031345,-0.001868080573302676,TM88373_DIGITIZED_TEXT_CONSTRAINED,USED_NEAR_NEGATIVE_90_ONLY; NOT_GRAPHICAL_FACSIMILE_DIGITIZATION,0.06,0.08,0.03
TM88373_plain_flap_50_text_constrained,NASA TM-88373 Figure 6 text/Table 1 context; CR-176970 Table 4 CD cross-check,data/wing_full_angle/tm88373_digitized/source_pages/figure6_text_page.png,-75.0,50.0,1000000.0,0.0,0.08161905390607439,1.2942642356364895,-0.0075,TM88373_DIGITIZED_TEXT_CONSTRAINED,USED_NEAR_NEGATIVE_90_ONLY; NOT_GRAPHICAL_FACSIMILE_DIGITIZATION,0.06,0.08,0.03
TM88373_plain_flap_60_text_constrained,NASA TM-88373 Figure 6 text/Table 1 context; CR-176970 Table 4 CD cross-check,data/wing_full_angle/tm88373_digitized/source_pages/figure6_text_page.png,-105.0,60.0,1000000.0,0.0,0.23634314575050763,1.4403407417371095,0.022000000000000002,TM88373_DIGITIZED_TEXT_CONSTRAINED,USED_NEAR_NEGATIVE_90_ONLY; NOT_GRAPHICAL_FACSIMILE_DIGITIZATION,0.06,0.08,0.03
TM88373_plain_flap_60_text_constrained,NASA TM-88373 Figure 6 text/Table 1 context; CR-176970 Table 4 CD cross-check,data/wing_full_angle/tm88373_digitized/source_pages/figure6_text_page.png,-100.0,60.0,1000000.0,0.0,0.21185769912250768,1.283103073792141,0.016368080573302673,TM88373_DIGITIZED_TEXT_CONSTRAINED,USED_NEAR_NEGATIVE_90_ONLY; NOT_GRAPHICAL_FACSIMILE_DIGITIZATION,0.06,0.08,0.03
TM88373_plain_flap_60_text_constrained,NASA TM-88373 Figure 6 text/Table 1 context; CR-176970 Table 4 CD cross-check,data/wing_full_angle/tm88373_digitized/source_pages/figure6_text_page.png,-96.0,60.0,1000000.0,0.0,0.19229771798166023,1.1897645454235741,0.011831646763271038,TM88373_DIGITIZED_TEXT_CONSTRAINED,USED_NEAR_NEGATIVE_90_ONLY; NOT_GRAPHICAL_FACSIMILE_DIGITIZATION,0.06,0.08,0.03
TM88373_plain_flap_60_text_constrained,NASA TM-88373 Figure 6 text/Table 1 context; CR-176970 Table 4 CD cross-check,data/wing_full_angle/tm88373_digitized/source_pages/figure6_text_page.png,-90.0,60.0,1000000.0,0.0,0.163,1.1038397459621556,0.004999999999999999,TM88373_DIGITIZED_TEXT_CONSTRAINED,USED_NEAR_NEGATIVE_90_ONLY; NOT_GRAPHICAL_FACSIMILE_DIGITIZATION,0.06,0.08,0.03
TM88373_plain_flap_60_text_constrained,NASA TM-88373 Figure 6 text/Table 1 context; CR-176970 Table 4 CD cross-check,data/wing_full_angle/tm88373_digitized/source_pages/figure6_text_page.png,-85.0,60.0,1000000.0,0.0,0.13861905390607443,1.0818084795571101,-0.0006945927106677211,TM88373_DIGITIZED_TEXT_CONSTRAINED,USED_NEAR_NEGATIVE_90_ONLY; NOT_GRAPHICAL_FACSIMILE_DIGITIZATION,0.06,0.08,0.03
TM88373_plain_flap_60_text_constrained,NASA TM-88373 Figure 6 text/Table 1 context; CR-176970 Table 4 CD cross-check,data/wing_full_angle/tm88373_digitized/source_pages/figure6_text_page.png,-80.0,60.0,1000000.0,0.0,0.11426383885339467,1.1048395555688102,-0.006368080573302676,TM88373_DIGITIZED_TEXT_CONSTRAINED,USED_NEAR_NEGATIVE_90_ONLY; NOT_GRAPHICAL_FACSIMILE_DIGITIZATION,0.06,0.08,0.03
TM88373_plain_flap_60_text_constrained,NASA TM-88373 Figure 6 text/Table 1 context; CR-176970 Table 4 CD cross-check,data/wing_full_angle/tm88373_digitized/source_pages/figure6_text_page.png,-75.0,60.0,1000000.0,0.0,0.08992944763917983,1.1729289321881347,-0.012,TM88373_DIGITIZED_TEXT_CONSTRAINED,USED_NEAR_NEGATIVE_90_ONLY; NOT_GRAPHICAL_FACSIMILE_DIGITIZATION,0.06,0.08,0.03
