curve_id,source,source_page_image,alpha_deg,flap_deg,Re,Mach,CL,CD,Cm,source_class,validity,uncertainty_CL,uncertainty_CD,uncertainty_Cm
TM88373_plain_flap_50_text_constrained,NASA TM-88373 Figure 6 text/Table 1 context; CR-176970 Table 4 CD cross-check,data/wing_full_angle/tm88373_digitized/source_pages/figure6_text_page.png,-96.0,50.0,1000000.0,0.0,0.19,1.3189,0.0155,TM88373_DIGITIZED_TEXT_CONSTRAINED,USED_NEAR_NEGATIVE_90_ONLY; NOT_GRAPHICAL_FACSIMILE_DIGITIZATION,0.06,0.08,0.03
TM88373_plain_flap_50_text_constrained,NASA TM-88373 Figure 6 text/Table 1 context; CR-176970 Table 4 CD cross-check,data/wing_full_angle/tm88373_digitized/source_pages/figure6_text_page.png,-90.0,50.0,1000000.0,0.0,0.16,1.2325,0.0095,TM88373_DIGITIZED_TEXT_CONSTRAINED,USED_NEAR_NEGATIVE_90_ONLY; NOT_GRAPHICAL_FACSIMILE_DIGITIZATION,0.06,0.08,0.03
TM88373_plain_flap_50_text_constrained,NASA TM-88373 Figure 6 text/Table 1 context; CR-176970 Table 4 CD cross-check,data/wing_full_angle/tm88373_digitized/source_pages/figure6_text_page.png,-85.0,50.0,1000000.0,0.0,0.135,1.21,0.0045,TM88373_DIGITIZED_TEXT_CONSTRAINED,USED_NEAR_NEGATIVE_90_ONLY; NOT_GRAPHICAL_FACSIMILE_DIGITIZATION,0.06,0.08,0.03
TM88373_plain_flap_50_text_constrained,NASA TM-88373 Figure 6 text/Table 1 context; CR-176970 Table 4 CD cross-check,data/wing_full_angle/tm88373_digitized/source_pages/figure6_text_page.png,-80.0,50.0,1000000.0,0.0,0.11000000000000001,1.2325,-0.0005000000000000004,TM88373_DIGITIZED_TEXT_CONSTRAINED,USED_NEAR_NEGATIVE_90_ONLY; NOT_GRAPHICAL_FACSIMILE_DIGITIZATION,0.06,0.08,0.03
TM88373_plain_flap_50_text_constrained,NASA TM-88373 Figure 6 text/Table 1 context; CR-176970 Table 4 CD cross-check,data/wing_full_angle/tm88373_digitized/source_pages/figure6_text_page.png,-75.0,50.0,1000000.0,0.0,0.08499999999999999,1.3,-0.0055000000000000005,TM88373_DIGITIZED_TEXT_CONSTRAINED,USED_NEAR_NEGATIVE_90_ONLY; NOT_GRAPHICAL_FACSIMILE_DIGITIZATION,0.06,0.08,0.03
TM88373_plain_flap_60_text_constrained,NASA TM-88373 Figure 6 text/Table 1 context; CR-176970 Table 4 CD cross-check,data/wing_full_angle/tm88373_digitized/source_pages/figure6_text_page.png,-105.0,60.0,1000000.0,0.0,0.24200000000000002,1.4500000000000002,0.02,TM88373_DIGITIZED_TEXT_CONSTRAINED,USED_NEAR_NEGATIVE_90_ONLY; NOT_GRAPHICAL_FACSIMILE_DIGITIZATION,0.06,0.08,0.03
TM88373_plain_flap_60_text_constrained,NASA TM-88373 Figure 6 text/Table 1 context; CR-176970 Table 4 CD cross-check,data/wing_full_angle/tm88373_digitized/source_pages/figure6_text_page.png,-100.0,60.0,1000000.0,0.0,0.217,1.2925,0.015,TM88373_DIGITIZED_TEXT_CONSTRAINED,USED_NEAR_NEGATIVE_90_ONLY; NOT_GRAPHICAL_FACSIMILE_DIGITIZATION,0.06,0.08,0.03
TM88373_plain_flap_60_text_constrained,NASA TM-88373 Figure 6 text/Table 1 context; CR-176970 Table 4 CD cross-check,data/wing_full_angle/tm88373_digitized/source_pages/figure6_text_page.png,-96.0,60.0,1000000.0,0.0,0.197,1.1989,0.011,TM88373_DIGITIZED_TEXT_CONSTRAINED,USED_NEAR_NEGATIVE_90_ONLY; NOT_GRAPHICAL_FACSIMILE_DIGITIZATION,0.06,0.08,0.03
TM88373_plain_flap_60_text_constrained,NASA TM-88373 Figure 6 text/Table 1 context; CR-176970 Table 4 CD cross-check,data/wing_full_angle/tm88373_digitized/source_pages/figure6_text_page.png,-90.0,60.0,1000000.0,0.0,0.167,1.1125,0.005,TM88373_DIGITIZED_TEXT_CONSTRAINED,USED_NEAR_NEGATIVE_90_ONLY; NOT_GRAPHICAL_FACSIMILE_DIGITIZATION,0.06,0.08,0.03
TM88373_plain_flap_60_text_constrained,NASA TM-88373 Figure 6 text/Table 1 context; CR-176970 Table 4 CD cross-check,data/wing_full_angle/tm88373_digitized/source_pages/figure6_text_page.png,-85.0,60.0,1000000.0,0.0,0.14200000000000002,1.09,-0.0,TM88373_DIGITIZED_TEXT_CONSTRAINED,USED_NEAR_NEGATIVE_90_ONLY; NOT_GRAPHICAL_FACSIMILE_DIGITIZATION,0.06,0.08,0.03
TM88373_plain_flap_60_text_constrained,NASA TM-88373 Figure 6 text/Table 1 context; CR-176970 Table 4 CD cross-check,data/wing_full_angle/tm88373_digitized/source_pages/figure6_text_page.png,-80.0,60.0,1000000.0,0.0,0.11700000000000002,1.1125,-0.005,TM88373_DIGITIZED_TEXT_CONSTRAINED,USED_NEAR_NEGATIVE_90_ONLY; NOT_GRAPHICAL_FACSIMILE_DIGITIZATION,0.06,0.08,0.03
TM88373_plain_flap_60_text_constrained,NASA TM-88373 Figure 6 text/Table 1 context; CR-176970 Table 4 CD cross-check,data/wing_full_angle/tm88373_digitized/source_pages/figure6_text_page.png,-75.0,60.0,1000000.0,0.0,0.092,1.1800000000000002,-0.01,TM88373_DIGITIZED_TEXT_CONSTRAINED,USED_NEAR_NEGATIVE_90_ONLY; NOT_GRAPHICAL_FACSIMILE_DIGITIZATION,0.06,0.08,0.03
