curve_id,pdf_file,pdf_page,original_page,figure,configuration,flap_chord_definition,flap_deg,Re,Mach,moment_reference,coefficient,alpha_deg,value,pixel_x,pixel_y,source_class,digitizer,uncertainty_alpha_deg,uncertainty_value,notes
TM88373_Figure6a_flap_30_CL,NASA_TM_88373.pdf,32,28,Figure 6a,"basic leading edge, 30% chord plain flap, configuration b",30% chord by report overall-flap-length definition,30.0,1000000.0,0.0,quarter chord,CL,-80.0,-0.3882243319381343,1578.235966319166,771.6193032920255,TM88373_DIGITIZED_GRAPH,pass2_independent_repeat_graph_pick,0.75,0.035,No smoothing; visible scan jumps retained.
TM88373_Figure6a_flap_30_CL,NASA_TM_88373.pdf,32,28,Figure 6a,"basic leading edge, 30% chord plain flap, configuration b",30% chord by report overall-flap-length definition,30.0,1000000.0,0.0,quarter chord,CL,-85.0,-0.3301180739762854,1667.1835404971932,760.7701613182827,TM88373_DIGITIZED_GRAPH,pass2_independent_repeat_graph_pick,0.75,0.035,No smoothing; visible scan jumps retained.
TM88373_Figure6a_flap_30_CL,NASA_TM_88373.pdf,32,28,Figure 6a,"basic leading edge, 30% chord plain flap, configuration b",30% chord by report overall-flap-length definition,30.0,1000000.0,0.0,quarter chord,CL,-90.0,-0.2655860682541889,1756.1311146752205,748.7212544279253,TM88373_DIGITIZED_GRAPH,pass2_independent_repeat_graph_pick,0.75,0.035,No smoothing; visible scan jumps retained.
TM88373_Figure6a_flap_30_CL,NASA_TM_88373.pdf,32,28,Figure 6a,"basic leading edge, 30% chord plain flap, configuration b",30% chord by report overall-flap-length definition,30.0,1000000.0,0.0,quarter chord,CL,-95.0,-0.18265056359784795,1845.0786888532477,733.2361914374394,TM88373_DIGITIZED_GRAPH,pass2_independent_repeat_graph_pick,0.75,0.035,No smoothing; visible scan jumps retained.
TM88373_Figure6a_flap_30_CL,NASA_TM_88373.pdf,32,28,Figure 6a,"basic leading edge, 30% chord plain flap, configuration b",30% chord by report overall-flap-length definition,30.0,1000000.0,0.0,quarter chord,CL,-100.0,-0.09875636092520149,1934.026263031275,717.5721279183758,TM88373_DIGITIZED_GRAPH,pass2_independent_repeat_graph_pick,0.75,0.035,No smoothing; visible scan jumps retained.
TM88373_Figure6a_flap_30_CL,NASA_TM_88373.pdf,32,28,Figure 6a,"basic leading edge, 30% chord plain flap, configuration b",30% chord by report overall-flap-length definition,30.0,1000000.0,0.0,quarter chord,CL,-105.0,-0.03169501830697465,2022.9738372093022,705.0509632016142,TM88373_DIGITIZED_GRAPH,pass2_independent_repeat_graph_pick,0.75,0.035,No smoothing; visible scan jumps retained.
TM88373_Figure6a_flap_30_CD,NASA_TM_88373.pdf,32,28,Figure 6a,"basic leading edge, 30% chord plain flap, configuration b",30% chord by report overall-flap-length definition,30.0,1000000.0,0.0,quarter chord,CD,-75.0,1.229410199107777,1489.2883921411387,469.5873483093314,TM88373_DIGITIZED_GRAPH,pass2_independent_repeat_graph_pick,0.75,0.04,No smoothing; visible scan jumps retained.
TM88373_Figure6a_flap_30_CD,NASA_TM_88373.pdf,32,28,Figure 6a,"basic leading edge, 30% chord plain flap, configuration b",30% chord by report overall-flap-length definition,30.0,1000000.0,0.0,quarter chord,CD,-80.0,1.3017756680618657,1578.235966319166,456.075838977671,TM88373_DIGITIZED_GRAPH,pass2_independent_repeat_graph_pick,0.75,0.04,No smoothing; visible scan jumps retained.
TM88373_Figure6a_flap_30_CD,NASA_TM_88373.pdf,32,28,Figure 6a,"basic leading edge, 30% chord plain flap, configuration b",30% chord by report overall-flap-length definition,30.0,1000000.0,0.0,quarter chord,CD,-85.0,1.3698819260237145,1667.1835404971932,443.3595759133108,TM88373_DIGITIZED_GRAPH,pass2_independent_repeat_graph_pick,0.75,0.04,No smoothing; visible scan jumps retained.
TM88373_Figure6a_flap_30_CD,NASA_TM_88373.pdf,32,28,Figure 6a,"basic leading edge, 30% chord plain flap, configuration b",30% chord by report overall-flap-length definition,30.0,1000000.0,0.0,quarter chord,CD,-90.0,1.4044139317458113,1756.1311146752205,436.9120322948057,TM88373_DIGITIZED_GRAPH,pass2_independent_repeat_graph_pick,0.75,0.04,No smoothing; visible scan jumps retained.
TM88373_Figure6a_flap_30_CD,NASA_TM_88373.pdf,32,28,Figure 6a,"basic leading edge, 30% chord plain flap, configuration b",30% chord by report overall-flap-length definition,30.0,1000000.0,0.0,quarter chord,CD,-95.0,1.4073494364021517,1845.0786888532477,436.3639380292598,TM88373_DIGITIZED_GRAPH,pass2_independent_repeat_graph_pick,0.75,0.04,No smoothing; visible scan jumps retained.
TM88373_Figure6a_flap_30_CD,NASA_TM_88373.pdf,32,28,Figure 6a,"basic leading edge, 30% chord plain flap, configuration b",30% chord by report overall-flap-length definition,30.0,1000000.0,0.0,quarter chord,CD,-100.0,1.3912436390747986,1934.026263031275,439.371085416371,TM88373_DIGITIZED_GRAPH,pass2_independent_repeat_graph_pick,0.75,0.04,No smoothing; visible scan jumps retained.
TM88373_Figure6a_flap_30_CD,NASA_TM_88373.pdf,32,28,Figure 6a,"basic leading edge, 30% chord plain flap, configuration b",30% chord by report overall-flap-length definition,30.0,1000000.0,0.0,quarter chord,CD,-105.0,1.3683049816930257,2022.9738372093022,443.65401051516665,TM88373_DIGITIZED_GRAPH,pass2_independent_repeat_graph_pick,0.75,0.04,No smoothing; visible scan jumps retained.
TM88373_Figure6a_flap_30_Cm,NASA_TM_88373.pdf,32,28,Figure 6a,"basic leading edge, 30% chord plain flap, configuration b",30% chord by report overall-flap-length definition,30.0,1000000.0,0.0,quarter chord,Cm,-75.0,0.20941019910777683,1489.2883921411387,660.0336995523146,TM88373_DIGITIZED_GRAPH,pass2_independent_repeat_graph_pick,0.75,0.025,No smoothing; visible scan jumps retained.
TM88373_Figure6a_flap_30_Cm,NASA_TM_88373.pdf,32,28,Figure 6a,"basic leading edge, 30% chord plain flap, configuration b",30% chord by report overall-flap-length definition,30.0,1000000.0,0.0,quarter chord,Cm,-80.0,0.23177566806186561,1578.235966319166,655.8577956737416,TM88373_DIGITIZED_GRAPH,pass2_independent_repeat_graph_pick,0.75,0.025,No smoothing; visible scan jumps retained.
TM88373_Figure6a_flap_30_Cm,NASA_TM_88373.pdf,32,28,Figure 6a,"basic leading edge, 30% chord plain flap, configuration b",30% chord by report overall-flap-length definition,30.0,1000000.0,0.0,quarter chord,Cm,-85.0,0.2598819260237148,1667.1835404971932,650.6100169718512,TM88373_DIGITIZED_GRAPH,pass2_independent_repeat_graph_pick,0.75,0.025,No smoothing; visible scan jumps retained.
TM88373_Figure6a_flap_30_Cm,NASA_TM_88373.pdf,32,28,Figure 6a,"basic leading edge, 30% chord plain flap, configuration b",30% chord by report overall-flap-length definition,30.0,1000000.0,0.0,quarter chord,Cm,-90.0,0.294413931745811,1756.1311146752205,644.1624733533463,TM88373_DIGITIZED_GRAPH,pass2_independent_repeat_graph_pick,0.75,0.025,No smoothing; visible scan jumps retained.
TM88373_Figure6a_flap_30_Cm,NASA_TM_88373.pdf,32,28,Figure 6a,"basic leading edge, 30% chord plain flap, configuration b",30% chord by report overall-flap-length definition,30.0,1000000.0,0.0,quarter chord,Cm,-95.0,0.3173494364021519,1845.0786888532477,639.8801369065653,TM88373_DIGITIZED_GRAPH,pass2_independent_repeat_graph_pick,0.75,0.025,No smoothing; visible scan jumps retained.
TM88373_Figure6a_flap_30_Cm,NASA_TM_88373.pdf,32,28,Figure 6a,"basic leading edge, 30% chord plain flap, configuration b",30% chord by report overall-flap-length definition,30.0,1000000.0,0.0,quarter chord,Cm,-100.0,0.3412436390747983,1934.026263031275,635.4187999312066,TM88373_DIGITIZED_GRAPH,pass2_independent_repeat_graph_pick,0.75,0.025,No smoothing; visible scan jumps retained.
TM88373_Figure6a_flap_30_Cm,NASA_TM_88373.pdf,32,28,Figure 6a,"basic leading edge, 30% chord plain flap, configuration b",30% chord by report overall-flap-length definition,30.0,1000000.0,0.0,quarter chord,Cm,-105.0,0.36830498169302534,2022.9738372093022,630.3661195769149,TM88373_DIGITIZED_GRAPH,pass2_independent_repeat_graph_pick,0.75,0.025,No smoothing; visible scan jumps retained.
TM88373_Figure6a_flap_45_CL,NASA_TM_88373.pdf,32,28,Figure 6a,"basic leading edge, 30% chord plain flap, configuration b",30% chord by report overall-flap-length definition,45.0,1000000.0,0.0,quarter chord,CL,-75.0,-0.09836014480447622,566.6193865276664,1507.9127445988984,TM88373_DIGITIZED_GRAPH,pass2_independent_repeat_graph_pick,0.75,0.035,No smoothing; visible scan jumps retained.
TM88373_Figure6a_flap_45_CL,NASA_TM_88373.pdf,32,28,Figure 6a,"basic leading edge, 30% chord plain flap, configuration b",30% chord by report overall-flap-length definition,45.0,1000000.0,0.0,quarter chord,CL,-80.0,-0.08196411845125018,656.0856054530874,1504.8514079382555,TM88373_DIGITIZED_GRAPH,pass2_independent_repeat_graph_pick,0.75,0.035,No smoothing; visible scan jumps retained.
TM88373_Figure6a_flap_45_CL,NASA_TM_88373.pdf,32,28,Figure 6a,"basic leading edge, 30% chord plain flap, configuration b",30% chord by report overall-flap-length definition,45.0,1000000.0,0.0,quarter chord,CL,-85.0,-0.06847463759887755,745.5518243785084,1502.332758518161,TM88373_DIGITIZED_GRAPH,pass2_independent_repeat_graph_pick,0.75,0.035,No smoothing; visible scan jumps retained.
TM88373_Figure6a_flap_45_CL,NASA_TM_88373.pdf,32,28,Figure 6a,"basic leading edge, 30% chord plain flap, configuration b",30% chord by report overall-flap-length definition,45.0,1000000.0,0.0,quarter chord,CL,-90.0,-0.04915383320464878,835.0180433039295,1498.725330380945,TM88373_DIGITIZED_GRAPH,pass2_independent_repeat_graph_pick,0.75,0.035,No smoothing; visible scan jumps retained.
TM88373_Figure6a_flap_45_CL,NASA_TM_88373.pdf,32,28,Figure 6a,"basic leading edge, 30% chord plain flap, configuration b",30% chord by report overall-flap-length definition,45.0,1000000.0,0.0,quarter chord,CL,-95.0,-0.03375604299490046,924.4842622293504,1495.8503764959926,TM88373_DIGITIZED_GRAPH,pass2_independent_repeat_graph_pick,0.75,0.035,No smoothing; visible scan jumps retained.
TM88373_Figure6a_flap_45_CL,NASA_TM_88373.pdf,32,28,Figure 6a,"basic leading edge, 30% chord plain flap, configuration b",30% chord by report overall-flap-length definition,45.0,1000000.0,0.0,quarter chord,CL,-100.0,-0.020616666504990448,1013.9504811547715,1493.3970957998051,TM88373_DIGITIZED_GRAPH,pass2_independent_repeat_graph_pick,0.75,0.035,No smoothing; visible scan jumps retained.
TM88373_Figure6a_flap_45_CL,NASA_TM_88373.pdf,32,28,Figure 6a,"basic leading edge, 30% chord plain flap, configuration b",30% chord by report overall-flap-length definition,45.0,1000000.0,0.0,quarter chord,CL,-105.0,0.012745755738485435,1103.4167000801926,1487.1679275793172,TM88373_DIGITIZED_GRAPH,pass2_independent_repeat_graph_pick,0.75,0.035,No smoothing; visible scan jumps retained.
TM88373_Figure6a_flap_45_CD,NASA_TM_88373.pdf,32,28,Figure 6a,"basic leading edge, 30% chord plain flap, configuration b",30% chord by report overall-flap-length definition,45.0,1000000.0,0.0,quarter chord,CD,-75.0,1.1416398551955236,566.6193865276664,1276.3897293623306,TM88373_DIGITIZED_GRAPH,pass2_independent_repeat_graph_pick,0.75,0.04,No smoothing; visible scan jumps retained.
TM88373_Figure6a_flap_45_CD,NASA_TM_88373.pdf,32,28,Figure 6a,"basic leading edge, 30% chord plain flap, configuration b",30% chord by report overall-flap-length definition,45.0,1000000.0,0.0,quarter chord,CD,-80.0,1.218035881548749,656.0856054530874,1262.125666157983,TM88373_DIGITIZED_GRAPH,pass2_independent_repeat_graph_pick,0.75,0.04,No smoothing; visible scan jumps retained.
TM88373_Figure6a_flap_45_CD,NASA_TM_88373.pdf,32,28,Figure 6a,"basic leading edge, 30% chord plain flap, configuration b",30% chord by report overall-flap-length definition,45.0,1000000.0,0.0,quarter chord,CD,-85.0,1.3015253624011225,745.5518243785084,1246.537169103566,TM88373_DIGITIZED_GRAPH,pass2_independent_repeat_graph_pick,0.75,0.04,No smoothing; visible scan jumps retained.
TM88373_Figure6a_flap_45_CD,NASA_TM_88373.pdf,32,28,Figure 6a,"basic leading edge, 30% chord plain flap, configuration b",30% chord by report overall-flap-length definition,45.0,1000000.0,0.0,quarter chord,CD,-90.0,1.3708461667953504,835.0180433039295,1233.5941355132627,TM88373_DIGITIZED_GRAPH,pass2_independent_repeat_graph_pick,0.75,0.04,No smoothing; visible scan jumps retained.
TM88373_Figure6a_flap_45_CD,NASA_TM_88373.pdf,32,28,Figure 6a,"basic leading edge, 30% chord plain flap, configuration b",30% chord by report overall-flap-length definition,45.0,1000000.0,0.0,quarter chord,CD,-95.0,1.4062439570051002,924.4842622293504,1226.984939447075,TM88373_DIGITIZED_GRAPH,pass2_independent_repeat_graph_pick,0.75,0.04,No smoothing; visible scan jumps retained.
TM88373_Figure6a_flap_45_CD,NASA_TM_88373.pdf,32,28,Figure 6a,"basic leading edge, 30% chord plain flap, configuration b",30% chord by report overall-flap-length definition,45.0,1000000.0,0.0,quarter chord,CD,-100.0,1.4193833334950103,1013.9504811547715,1224.5316587508876,TM88373_DIGITIZED_GRAPH,pass2_independent_repeat_graph_pick,0.75,0.04,No smoothing; visible scan jumps retained.
TM88373_Figure6a_flap_45_CD,NASA_TM_88373.pdf,32,28,Figure 6a,"basic leading edge, 30% chord plain flap, configuration b",30% chord by report overall-flap-length definition,45.0,1000000.0,0.0,quarter chord,CD,-105.0,1.4227457557384846,1103.4167000801926,1223.9038538022523,TM88373_DIGITIZED_GRAPH,pass2_independent_repeat_graph_pick,0.75,0.04,No smoothing; visible scan jumps retained.
TM88373_Figure6a_flap_45_Cm,NASA_TM_88373.pdf,32,28,Figure 6a,"basic leading edge, 30% chord plain flap, configuration b",30% chord by report overall-flap-length definition,45.0,1000000.0,0.0,quarter chord,Cm,-75.0,0.11163985519552358,566.6193865276664,1468.7032016959313,TM88373_DIGITIZED_GRAPH,pass2_independent_repeat_graph_pick,0.75,0.025,No smoothing; visible scan jumps retained.
TM88373_Figure6a_flap_45_Cm,NASA_TM_88373.pdf,32,28,Figure 6a,"basic leading edge, 30% chord plain flap, configuration b",30% chord by report overall-flap-length definition,45.0,1000000.0,0.0,quarter chord,Cm,-80.0,0.15803588154874995,656.0856054530874,1460.040501763436,TM88373_DIGITIZED_GRAPH,pass2_independent_repeat_graph_pick,0.75,0.025,No smoothing; visible scan jumps retained.
TM88373_Figure6a_flap_45_Cm,NASA_TM_88373.pdf,32,28,Figure 6a,"basic leading edge, 30% chord plain flap, configuration b",30% chord by report overall-flap-length definition,45.0,1000000.0,0.0,quarter chord,Cm,-85.0,0.21152536240112177,745.5518243785084,1450.0533679808716,TM88373_DIGITIZED_GRAPH,pass2_independent_repeat_graph_pick,0.75,0.025,No smoothing; visible scan jumps retained.
TM88373_Figure6a_flap_45_Cm,NASA_TM_88373.pdf,32,28,Figure 6a,"basic leading edge, 30% chord plain flap, configuration b",30% chord by report overall-flap-length definition,45.0,1000000.0,0.0,quarter chord,Cm,-90.0,0.2608461667953509,835.0180433039295,1440.8445765718031,TM88373_DIGITIZED_GRAPH,pass2_independent_repeat_graph_pick,0.75,0.025,No smoothing; visible scan jumps retained.
TM88373_Figure6a_flap_45_Cm,NASA_TM_88373.pdf,32,28,Figure 6a,"basic leading edge, 30% chord plain flap, configuration b",30% chord by report overall-flap-length definition,45.0,1000000.0,0.0,quarter chord,Cm,-95.0,0.3162439570050996,924.4842622293504,1430.5011383243807,TM88373_DIGITIZED_GRAPH,pass2_independent_repeat_graph_pick,0.75,0.025,No smoothing; visible scan jumps retained.
TM88373_Figure6a_flap_45_Cm,NASA_TM_88373.pdf,32,28,Figure 6a,"basic leading edge, 30% chord plain flap, configuration b",30% chord by report overall-flap-length definition,45.0,1000000.0,0.0,quarter chord,Cm,-100.0,0.35938333349500995,1013.9504811547715,1422.4464943563407,TM88373_DIGITIZED_GRAPH,pass2_independent_repeat_graph_pick,0.75,0.025,No smoothing; visible scan jumps retained.
TM88373_Figure6a_flap_45_Cm,NASA_TM_88373.pdf,32,28,Figure 6a,"basic leading edge, 30% chord plain flap, configuration b",30% chord by report overall-flap-length definition,45.0,1000000.0,0.0,quarter chord,Cm,-105.0,0.39274575573848464,1103.4167000801926,1416.217326135853,TM88373_DIGITIZED_GRAPH,pass2_independent_repeat_graph_pick,0.75,0.025,No smoothing; visible scan jumps retained.
TM88373_Figure6a_flap_60_CL,NASA_TM_88373.pdf,32,28,Figure 6a,"basic leading edge, 30% chord plain flap, configuration b",30% chord by report overall-flap-length definition,60.0,1000000.0,0.0,quarter chord,CL,-75.0,-0.027091093649938808,1489.2883921411387,1494.605949747005,TM88373_DIGITIZED_GRAPH,pass2_independent_repeat_graph_pick,0.75,0.035,No smoothing; visible scan jumps retained.
TM88373_Figure6a_flap_60_CL,NASA_TM_88373.pdf,32,28,Figure 6a,"basic leading edge, 30% chord plain flap, configuration b",30% chord by report overall-flap-length definition,60.0,1000000.0,0.0,quarter chord,CL,-80.0,0.04958878461000052,1578.235966319166,1480.2888879544937,TM88373_DIGITIZED_GRAPH,pass2_independent_repeat_graph_pick,0.75,0.035,No smoothing; visible scan jumps retained.
TM88373_Figure6a_flap_60_CL,NASA_TM_88373.pdf,32,28,Figure 6a,"basic leading edge, 30% chord plain flap, configuration b",30% chord by report overall-flap-length definition,60.0,1000000.0,0.0,quarter chord,CL,-85.0,0.12641739779521696,1667.1835404971932,1465.9440555503927,TM88373_DIGITIZED_GRAPH,pass2_independent_repeat_graph_pick,0.75,0.035,No smoothing; visible scan jumps retained.
TM88373_Figure6a_flap_60_CL,NASA_TM_88373.pdf,32,28,Figure 6a,"basic leading edge, 30% chord plain flap, configuration b",30% chord by report overall-flap-length definition,60.0,1000000.0,0.0,quarter chord,CL,-90.0,0.19092486443593387,1756.1311146752205,1453.899730403674,TM88373_DIGITIZED_GRAPH,pass2_independent_repeat_graph_pick,0.75,0.035,No smoothing; visible scan jumps retained.
TM88373_Figure6a_flap_60_CL,NASA_TM_88373.pdf,32,28,Figure 6a,"basic leading edge, 30% chord plain flap, configuration b",30% chord by report overall-flap-length definition,60.0,1000000.0,0.0,quarter chord,CL,-95.0,0.2414808522773342,1845.0786888532477,1444.4603152881061,TM88373_DIGITIZED_GRAPH,pass2_independent_repeat_graph_pick,0.75,0.035,No smoothing; visible scan jumps retained.
TM88373_Figure6a_flap_60_CL,NASA_TM_88373.pdf,32,28,Figure 6a,"basic leading edge, 30% chord plain flap, configuration b",30% chord by report overall-flap-length definition,60.0,1000000.0,0.0,quarter chord,CL,-100.0,0.2678842627903836,1934.026263031275,1439.5304788247915,TM88373_DIGITIZED_GRAPH,pass2_independent_repeat_graph_pick,0.75,0.035,No smoothing; visible scan jumps retained.
